season,game_id,game_date,team,team_nickname,loc,opponent,opponent_nickname,analytics_id,player_id,player_image,player_name,COMP,ATT,COMP%,PASS_YDS,PASS_TD,PASS_INT,NFL_QBR,YPA,YPC,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,REC_TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,YDS/TARGET,FUMBLES,FUMBLES_LOST,FF,FR,TOTAL,SOLO,AST,TFL,SACKS,INT,PD,DEF_TD,FG_LONG,FGM,FGA,XPM,XPA,FG%,XP%,PUNTS,GROSS_PUNT_YDS,GROSS_PUNT AVG,NET_PUNT_YDS,NET_PUNT_AVG,PUNT_TB,PUNTS_IN_20,PUNTS_BLK,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,nick-rose,181,https://b.fssta.com/uploads/application/usfl/headshots/181.vresize.140.170.medium.10.png,Nick Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1.0,3.0,3.0,3.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,trey-williams,183,https://b.fssta.com/uploads/application/usfl/headshots/183.vresize.140.170.medium.11.png,Trey Williams,,,,,,,,,,13.0,54.0,4.153846153846154,0.0,18.0,5.0,5.0,38.0,7.6,0.0,18.0,100.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,20.5,0.0,21.0
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,jmon-moore,184,https://b.fssta.com/uploads/application/usfl/headshots/184.vresize.140.170.medium.12.png,J'Mon Moore,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,dravon-askew-henry,185,https://b.fssta.com/uploads/application/usfl/headshots/185.vresize.140.170.medium.9.png,Dravon Askew-Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,djuan-hines,186,https://b.fssta.com/uploads/application/usfl/headshots/186.vresize.140.170.medium.12.png,D'Juan Hines,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,trae-elston,187,https://b.fssta.com/uploads/application/usfl/headshots/187.vresize.140.170.medium.13.png,Trae Elston,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,toby-johnson,189,https://b.fssta.com/uploads/application/usfl/headshots/189.vresize.140.170.medium.14.png,Toby Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,garrett-mcghin,190,https://b.fssta.com/uploads/application/usfl/headshots/190.vresize.140.170.medium.14.png,Garrett Mcghin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,deandre-johnson,192,https://b.fssta.com/uploads/application/usfl/headshots/192.vresize.140.170.medium.88.png,De'Andre Johnson,3.0,8.0,37.5,59.0,0.0,0.0,64.1,7.375,19.666666666666668,12.0,98.0,8.166666666666666,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,randy-satterfield,193,https://b.fssta.com/uploads/application/usfl/headshots/193.vresize.140.170.medium.88.png,Randy Satterfield,,,,,,,,,,,,,,,5.0,5.0,100.0,20.0,1.0,49.0,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,jake-lacina,197,https://b.fssta.com/uploads/application/usfl/headshots/197.vresize.140.170.medium.90.png,Jake Lacina,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,NJ,GENERALS,A,BHAM,STALLIONS,shalom-luani,198,https://b.fssta.com/uploads/application/usfl/headshots/198.vresize.140.170.medium.91.png,Shalom Luani,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
