season,game_id,game_date,team,team_nickname,loc,opponent,opponent_nickname,analytics_id,player_id,player_image,player_name,COMP,ATT,COMP%,PASS_YDS,PASS_TD,PASS_INT,NFL_QBR,YPA,YPC,RUSH,RUSH_YDS,RUSH_AVG,RUSH_TD,RUSH_LONG,REC_TARGETS,REC,REC_YDS,REC_AVG,REC_TD,REC_LONG,CATCH%,YDS/TARGET,FUMBLES,FUMBLES_LOST,FF,FR,TOTAL,SOLO,AST,TFL,SACKS,INT,PD,DEF_TD,FG_LONG,FGM,FGA,XPM,XPA,FG%,XP%,PUNTS,GROSS_PUNT_YDS,GROSS_PUNT AVG,NET_PUNT_YDS,NET_PUNT_AVG,PUNT_TB,PUNTS_IN_20,PUNTS_BLK,PUNT_LONG,PR,PR_YDS,PR_AVG,PR_TD,PR_LONG,KR,KR_YDS,KR_AVG,KR_TD,KR_LONG
2022,1,2022-04-16,,,,,,osirus-mitchell,1,https://b.fssta.com/uploads/application/usfl/headshots/1.vresize.140.170.medium.1.png,Osirus Mitchell,,,,,,,,,,,,,,,7.0,5.0,96.0,19.2,1.0,35.0,71.42857142857143,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,scooby-wright-iii,11,https://b.fssta.com/uploads/application/usfl/headshots/11.vresize.140.170.medium.1.png,Scooby Wright Iii,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,jonathan-newsome,14,https://b.fssta.com/uploads/application/usfl/headshots/14.vresize.140.170.medium.1.png,Jonathan Newsome,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,tony-brooks-james,15,https://b.fssta.com/uploads/application/usfl/headshots/15.vresize.140.170.medium.1.png,Tony Brooks-James,,,,,,,,,,8.0,27.0,3.375,0.0,9.0,3.0,3.0,18.0,6.0,0.0,9.0,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,tyree-robinson,16,https://b.fssta.com/uploads/application/usfl/headshots/16.vresize.140.170.medium.1.png,Tyree Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,colby-wadman,18,https://b.fssta.com/uploads/application/usfl/headshots/18.vresize.140.170.medium.1.png,Colby Wadman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,247.0,,,,1.0,1.0,0.0,48.0,,,,,,,,,,
2022,1,2022-04-16,,,,,,nick-rose,181,https://b.fssta.com/uploads/application/usfl/headshots/181.vresize.140.170.medium.1.png,Nick Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,1.0,3.0,3.0,3.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,trey-williams,183,https://b.fssta.com/uploads/application/usfl/headshots/183.vresize.140.170.medium.1.png,Trey Williams,,,,,,,,,,13.0,54.0,4.153846153846154,0.0,18.0,5.0,5.0,38.0,7.6,0.0,18.0,100.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,41.0,20.5,0.0,21.0
2022,1,2022-04-16,,,,,,jmon-moore,184,https://b.fssta.com/uploads/application/usfl/headshots/184.vresize.140.170.medium.1.png,J'Mon Moore,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,dravon-askew-henry,185,https://b.fssta.com/uploads/application/usfl/headshots/185.vresize.140.170.medium.1.png,Dravon Askew-Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,djuan-hines,186,https://b.fssta.com/uploads/application/usfl/headshots/186.vresize.140.170.medium.1.png,D'Juan Hines,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,trae-elston,187,https://b.fssta.com/uploads/application/usfl/headshots/187.vresize.140.170.medium.1.png,Trae Elston,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,toby-johnson,189,https://b.fssta.com/uploads/application/usfl/headshots/189.vresize.140.170.medium.1.png,Toby Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,aaron-adeoye,19,https://b.fssta.com/uploads/application/usfl/headshots/19.vresize.140.170.medium.1.png,Aaron Adeoye,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,garrett-mcghin,190,https://b.fssta.com/uploads/application/usfl/headshots/190.vresize.140.170.medium.1.png,Garrett Mcghin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,deandre-johnson,192,https://b.fssta.com/uploads/application/usfl/headshots/192.vresize.140.170.medium.1.png,De'Andre Johnson,3.0,8.0,37.5,59.0,0.0,0.0,64.1,7.375,19.666666666666668,12.0,98.0,8.166666666666666,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,randy-satterfield,193,https://b.fssta.com/uploads/application/usfl/headshots/193.vresize.140.170.medium.1.png,Randy Satterfield,,,,,,,,,,,,,,,5.0,5.0,100.0,20.0,1.0,49.0,100.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,jake-lacina,197,https://b.fssta.com/uploads/application/usfl/headshots/197.vresize.140.170.medium.1.png,Jake Lacina,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,shalom-luani,198,https://b.fssta.com/uploads/application/usfl/headshots/198.vresize.140.170.medium.1.png,Shalom Luani,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,destiny-vaeao,199,https://b.fssta.com/uploads/application/usfl/headshots/199.vresize.140.170.medium.1.png,Destiny Vaeao,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,brian-allen,20,https://b.fssta.com/uploads/application/usfl/headshots/20.vresize.140.170.medium.1.png,Brian Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,angelo-garbutt,200,https://b.fssta.com/uploads/application/usfl/headshots/200.vresize.140.170.medium.1.png,Angelo Garbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,devante-bausby,201,https://b.fssta.com/uploads/application/usfl/headshots/201.vresize.140.170.medium.1.png,De'Vante Bausby,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,chris-orr,202,https://b.fssta.com/uploads/application/usfl/headshots/202.vresize.140.170.medium.1.png,Chris Orr,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,kolin-hill,203,https://b.fssta.com/uploads/application/usfl/headshots/203.vresize.140.170.medium.1.png,Kolin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,kavontae-turpin,204,https://b.fssta.com/uploads/application/usfl/headshots/204.vresize.140.170.medium.1.png,Kavontae Turpin,,,,,,,,,,2.0,6.0,3.0,0.0,4.0,5.0,2.0,23.0,11.5,0.0,22.0,40.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,5.5,0.0,14.0,3.0,68.0,22.666666666666668,0.0,27.0
2022,1,2022-04-16,,,,,,braedon-bowman,206,https://b.fssta.com/uploads/application/usfl/headshots/206.vresize.140.170.medium.1.png,Braedon Bowman,,,,,,,,,,,,,,,3.0,3.0,32.0,10.666666666666666,1.0,16.0,100.0,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,darrius-shepherd,209,https://b.fssta.com/uploads/application/usfl/headshots/209.vresize.140.170.medium.1.png,Darrius Shepherd,,,,,,,,,,,,,,,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,david-rivers-iii,210,https://b.fssta.com/uploads/application/usfl/headshots/210.vresize.140.170.medium.1.png,David Rivers Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,victor-bolden-jr,23,https://b.fssta.com/uploads/application/usfl/headshots/23.vresize.140.170.medium.1.png,Victor Bolden Jr.,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,8.0,4.0,45.0,11.25,0.0,17.0,50.0,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.0,-2.0,0.0,-2.0,5.0,129.0,25.8,0.0,33.0
2022,1,2022-04-16,,,,,,christian-mcfarland,24,https://b.fssta.com/uploads/application/usfl/headshots/24.vresize.140.170.medium.1.png,Christian Mcfarland,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,cj-marable,25,https://b.fssta.com/uploads/application/usfl/headshots/25.vresize.140.170.medium.1.png,Cj Marable,,,,,,,,,,7.0,22.0,3.142857142857143,1.0,7.0,2.0,2.0,17.0,8.5,0.0,13.0,100.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,cary-angeline,26,https://b.fssta.com/uploads/application/usfl/headshots/26.vresize.140.170.medium.1.png,Cary Angeline,,,,,,,,,,,,,,,6.0,2.0,35.0,17.5,1.0,28.0,33.33333333333333,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,alex-mcgough,27,https://b.fssta.com/uploads/application/usfl/headshots/27.vresize.140.170.medium.1.png,Alex Mcgough,5.0,10.0,50.0,55.0,1.0,1.0,60.4,5.5,11.0,3.0,9.0,3.0,0.0,7.0,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,tae-hayes,28,https://b.fssta.com/uploads/application/usfl/headshots/28.vresize.140.170.medium.1.png,Tae Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,marlon-williams,281,https://b.fssta.com/uploads/application/usfl/headshots/281.vresize.140.170.medium.1.png,Marlon Williams,,,,,,,,,,,,,,,5.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,josh-shaw,283,https://b.fssta.com/uploads/application/usfl/headshots/283.vresize.140.170.medium.1.png,Josh Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,1,2022-04-16,,,,,,jojo-tillery,287,https://b.fssta.com/uploads/application/usfl/headshots/287.vresize.140.170.medium.1.png,Jojo Tillery,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
