game_id,season,analytics_description,event_status,is_tba,game_start,game_end,status_line,venue_name,venue_location,share_text,importance,away_team_abv,away_team_nickname,away_team_full_name,away_team_record,away_team_score,away_team_is_loser,away_team_has_possession,home_team_abv,home_team_nickname,home_team_full_name,home_team_record,home_team_score,home_team_is_loser,home_team_has_possession,additional_title,event_title
24,2022,pittsburgh-maulers-vs-new-orleans-breakers-20220522,3,False,2022-05-21T16:00:00Z,2022-05-23T19:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Pittsburgh Maulers at New Orleans Breakers,0,PIT,Maulers,Pittsburgh Maulers,1-5,16,True,False,NO,Breakers,New Orleans Breakers,4-2,26,False,False,,Pittsburgh Maulers vs. New Orleans Breakers
25,2022,philadelphia-stars-vs-houston-gamblers-20220529,3,False,2022-05-28T22:00:00Z,2022-05-31T01:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Philadelphia Stars at Houston Gamblers,0,PHI,Stars,Philadelphia Stars,4-3,35,False,False,HOU,Gamblers,Houston Gamblers,1-6,24,True,False,,Philadelphia Stars vs. Houston Gamblers
26,2022,birmingham-stallions-vs-pittsburgh-maulers-20220529,3,False,2022-05-28T18:00:00Z,2022-05-30T21:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Birmingham Stallions at Pittsburgh Maulers,2,BHAM,Stallions,Birmingham Stallions,7-0,26,False,False,PIT,Maulers,Pittsburgh Maulers,1-6,16,True,False,,Birmingham Stallions vs. Pittsburgh Maulers
27,2022,new-orleans-breakers-vs-michigan-panthers-20220528,3,False,2022-05-28T01:00:00Z,2022-05-30T04:00:00Z,FINAL / OT,Protective Stadium,"Birmingham, AL",FOX Sports: New Orleans Breakers at Michigan Panthers,0,NO,Breakers,New Orleans Breakers,5-2,31,False,False,MICH,Panthers,Michigan Panthers,1-6,27,True,False,,New Orleans Breakers vs. Michigan Panthers
28,2022,new-jersey-generals-vs-tampa-bay-bandits-20220528,3,False,2022-05-27T16:00:00Z,2022-05-29T19:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: New Jersey Generals at Tampa Bay Bandits,0,NJ,Generals,New Jersey Generals,6-1,20,False,False,TB,Bandits,Tampa Bay Bandits,3-4,13,True,False,,New Jersey Generals vs. Tampa Bay Bandits
29,2022,houston-gamblers-vs-birmingham-stallions-20220611,3,False,2022-06-10T22:00:00Z,2022-06-13T01:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Houston Gamblers at Birmingham Stallions,0,HOU,Gamblers,Houston Gamblers,2-7,17,False,False,BHAM,Stallions,Birmingham Stallions,8-1,15,True,False,,Houston Gamblers vs. Birmingham Stallions
30,2022,philadelphia-stars-vs-pittsburgh-maulers-20220612,3,False,2022-06-11T23:30:00Z,2022-06-14T02:30:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Philadelphia Stars at Pittsburgh Maulers,0,PHI,Stars,Philadelphia Stars,6-3,17,False,False,PIT,Maulers,Pittsburgh Maulers,1-8,16,True,False,,Philadelphia Stars vs. Pittsburgh Maulers
31,2022,new-jersey-generals-vs-michigan-panthers-20220611,3,False,2022-06-10T17:00:00Z,2022-06-12T20:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: New Jersey Generals at Michigan Panthers,0,NJ,Generals,New Jersey Generals,8-1,25,False,False,MICH,Panthers,Michigan Panthers,1-8,23,True,False,,New Jersey Generals vs. Michigan Panthers
32,2022,tampa-bay-bandits-vs-new-orleans-breakers-20220612,3,False,2022-06-11T20:00:00Z,2022-06-13T23:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Tampa Bay Bandits at New Orleans Breakers,0,TB,Bandits,Tampa Bay Bandits,4-5,6,True,False,NO,Breakers,New Orleans Breakers,6-3,17,False,False,,Tampa Bay Bandits vs. New Orleans Breakers
33,2022,michigan-panthers-vs-philadelphia-stars-20220605,3,False,2022-06-04T16:00:00Z,2022-06-06T19:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Michigan Panthers at Philadelphia Stars,0,MICH,Panthers,Michigan Panthers,1-7,24,True,False,PHI,Stars,Philadelphia Stars,5-3,46,False,False,,Michigan Panthers vs. Philadelphia Stars
34,2022,houston-gamblers-vs-tampa-bay-bandits-20220605,3,False,2022-06-04T20:00:00Z,2022-06-06T23:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Houston Gamblers at Tampa Bay Bandits,0,HOU,Gamblers,Houston Gamblers,1-7,3,True,False,TB,Bandits,Tampa Bay Bandits,4-4,13,False,False,,Houston Gamblers vs. Tampa Bay Bandits
35,2022,pittsburgh-maulers-vs-new-jersey-generals-20220603,3,False,2022-06-03T00:00:00Z,2022-06-05T03:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Pittsburgh Maulers at New Jersey Generals,0,PIT,Maulers,Pittsburgh Maulers,1-7,18,True,False,NJ,Generals,New Jersey Generals,7-1,29,False,False,,Pittsburgh Maulers vs. New Jersey Generals
36,2022,new-orleans-breakers-vs-birmingham-stallions-20220604,3,False,2022-06-03T19:00:00Z,2022-06-05T22:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: New Orleans Breakers at Birmingham Stallions,0,NO,Breakers,New Orleans Breakers,5-3,9,True,False,BHAM,Stallions,Birmingham Stallions,8-0,10,False,False,,New Orleans Breakers vs. Birmingham Stallions
37,2022,michigan-panthers-vs-pittsburgh-maulers-20220619,3,False,2022-06-18T16:00:00Z,2022-06-20T19:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Michigan Panthers at Pittsburgh Maulers,0,MICH,Panthers,Michigan Panthers,2-8,33,False,False,PIT,Maulers,Pittsburgh Maulers,1-9,21,True,False,,Michigan Panthers vs. Pittsburgh Maulers
38,2022,philadelphia-stars-vs-new-jersey-generals-20220618,3,False,2022-06-17T16:00:00Z,2022-06-19T19:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Philadelphia Stars at New Jersey Generals,0,PHI,Stars,Philadelphia Stars,6-4,23,True,False,NJ,Generals,New Jersey Generals,9-1,26,False,False,,Philadelphia Stars vs. New Jersey Generals
39,2022,birmingham-stallions-vs-tampa-bay-bandits-20220618,3,False,2022-06-17T20:00:00Z,2022-06-19T23:00:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: Birmingham Stallions at Tampa Bay Bandits,0,BHAM,Stallions,Birmingham Stallions,9-1,21,False,False,TB,Bandits,Tampa Bay Bandits,4-6,18,True,False,,Birmingham Stallions vs. Tampa Bay Bandits
40,2022,new-orleans-breakers-vs-houston-gamblers-20220619,3,False,2022-06-19T00:30:00Z,2022-06-21T03:30:00Z,FINAL,Legion Field,"Birmingham, AL",FOX Sports: New Orleans Breakers at Houston Gamblers,1,NO,Breakers,New Orleans Breakers,6-4,3,True,False,HOU,Gamblers,Houston Gamblers,3-7,20,False,False,,New Orleans Breakers vs. Houston Gamblers
41,2022,philadelphia-stars-vs-new-jersey-generals-20220625,3,False,2022-06-24T19:00:00Z,2022-06-26T22:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Philadelphia Stars at New Jersey Generals,1,PHI,Stars,Philadelphia Stars,6-4,19,False,False,NJ,Generals,New Jersey Generals,9-1,14,True,False,2022 USFL Playoffs,Philadelphia Stars vs. New Jersey Generals
42,2022,new-orleans-breakers-vs-birmingham-stallions-20220625,3,False,2022-06-25T00:00:00Z,2022-06-27T03:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: New Orleans Breakers at Birmingham Stallions,0,NO,Breakers,New Orleans Breakers,6-4,17,True,False,BHAM,Stallions,Birmingham Stallions,9-1,31,False,False,2022 USFL Playoffs,New Orleans Breakers vs. Birmingham Stallions
43,2022,birmingham-stallions-vs-philadelphia-stars-20220703,3,False,2022-07-02T23:30:00Z,2022-07-05T02:30:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Birmingham Stallions at Philadelphia Stars,2,BHAM,Stallions,Birmingham Stallions,9-1,33,False,False,PHI,Stars,Philadelphia Stars,6-4,30,True,False,2022 USFL Championship,Birmingham Stallions vs. Philadelphia Stars
44,2023,philadelphia-stars-vs-memphis-showboats-20230415,3,False,2023-04-14T20:30:00Z,2023-04-16T23:30:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Philadelphia Stars at Memphis Showboats,1,PHI,Stars,Philadelphia Stars,1-0,27,False,False,MEM,Showboats,Memphis Showboats,0-1,23,True,False,,Philadelphia Stars vs. Memphis Showboats
45,2023,new-jersey-generals-vs-birmingham-stallions-20230415,3,False,2023-04-14T23:30:00Z,2023-04-17T02:30:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: New Jersey Generals at Birmingham Stallions,1,NJ,Generals,New Jersey Generals,0-1,10,True,False,BHAM,Stallions,Birmingham Stallions,1-0,27,False,False,,New Jersey Generals vs. Birmingham Stallions
46,2023,michigan-panthers-vs-houston-gamblers-20230416,3,False,2023-04-15T16:00:00Z,2023-04-17T19:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Michigan Panthers at Houston Gamblers,0,MICH,Panthers,Michigan Panthers,1-0,29,False,False,HOU,Gamblers,Houston Gamblers,0-1,13,True,False,,Michigan Panthers vs. Houston Gamblers
47,2023,pittsburgh-maulers-vs-new-orleans-breakers-20230416,3,False,2023-04-15T22:30:00Z,2023-04-18T01:30:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Pittsburgh Maulers at New Orleans Breakers,1,PIT,Maulers,Pittsburgh Maulers,0-1,15,True,False,NO,Breakers,New Orleans Breakers,1-0,22,False,False,,Pittsburgh Maulers vs. New Orleans Breakers
48,2023,houston-gamblers-vs-new-orleans-breakers-20230422,3,False,2023-04-21T16:30:00Z,2023-04-23T19:30:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Houston Gamblers at New Orleans Breakers,0,HOU,Gamblers,Houston Gamblers,0-2,31,True,False,NO,Breakers,New Orleans Breakers,2-0,38,False,False,,Houston Gamblers vs. New Orleans Breakers
49,2023,memphis-showboats-vs-birmingham-stallions-20230422,3,False,2023-04-21T23:00:00Z,2023-04-24T02:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Memphis Showboats at Birmingham Stallions,1,MEM,Showboats,Memphis Showboats,0-2,2,True,False,BHAM,Stallions,Birmingham Stallions,2-0,42,False,False,,Memphis Showboats vs. Birmingham Stallions
50,2023,new-jersey-generals-vs-pittsburgh-maulers-20230423,3,False,2023-04-22T17:00:00Z,2023-04-24T20:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: New Jersey Generals at Pittsburgh Maulers,0,NJ,Generals,New Jersey Generals,1-1,20,False,False,PIT,Maulers,Pittsburgh Maulers,0-2,3,True,False,,New Jersey Generals vs. Pittsburgh Maulers
51,2023,michigan-panthers-vs-philadelphia-stars-20230423,3,False,2023-04-22T23:00:00Z,2023-04-25T02:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Michigan Panthers at Philadelphia Stars,1,MICH,Panthers,Michigan Panthers,2-0,24,False,False,PHI,Stars,Philadelphia Stars,1-1,10,True,False,,Michigan Panthers vs. Philadelphia Stars
52,2023,new-orleans-breakers-vs-birmingham-stallions-20230429,3,False,2023-04-28T16:30:00Z,2023-04-30T19:30:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: New Orleans Breakers at Birmingham Stallions,0,NO,Breakers,New Orleans Breakers,3-0,45,False,False,BHAM,Stallions,Birmingham Stallions,2-1,31,True,False,,New Orleans Breakers vs. Birmingham Stallions
53,2023,memphis-showboats-vs-houston-gamblers-20230429,3,False,2023-04-28T23:00:00Z,2023-05-01T02:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Memphis Showboats at Houston Gamblers,1,MEM,Showboats,Memphis Showboats,0-3,26,True,False,HOU,Gamblers,Houston Gamblers,1-2,30,False,False,,Memphis Showboats vs. Houston Gamblers
54,2023,pittsburgh-maulers-vs-philadelphia-stars-20230430,3,False,2023-04-29T16:00:00Z,2023-05-01T19:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Pittsburgh Maulers at Philadelphia Stars,0,PIT,Maulers,Pittsburgh Maulers,1-2,21,False,False,PHI,Stars,Philadelphia Stars,1-2,13,True,False,,Pittsburgh Maulers vs. Philadelphia Stars
55,2023,new-jersey-generals-vs-michigan-panthers-20230430,3,False,2023-04-29T20:00:00Z,2023-05-01T23:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: New Jersey Generals at Michigan Panthers,1,NJ,Generals,New Jersey Generals,2-1,28,False,False,MICH,Panthers,Michigan Panthers,2-1,13,True,False,,New Jersey Generals vs. Michigan Panthers
56,2023,houston-gamblers-vs-philadelphia-stars-20230506,3,False,2023-05-05T17:00:00Z,2023-05-07T20:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Houston Gamblers at Philadelphia Stars,1,HOU,Gamblers,Houston Gamblers,2-2,41,False,False,PHI,Stars,Philadelphia Stars,1-3,16,True,False,,Houston Gamblers vs. Philadelphia Stars
57,2023,memphis-showboats-vs-michigan-panthers-20230506,3,False,2023-05-05T23:30:00Z,2023-05-08T02:30:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Memphis Showboats at Michigan Panthers,0,MEM,Showboats,Memphis Showboats,1-3,29,False,False,MICH,Panthers,Michigan Panthers,2-2,10,True,False,,Memphis Showboats vs. Michigan Panthers
58,2023,new-orleans-breakers-vs-new-jersey-generals-20230507,3,False,2023-05-06T19:00:00Z,2023-05-08T22:00:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: New Orleans Breakers at New Jersey Generals,0,NO,Breakers,New Orleans Breakers,4-0,20,False,False,NJ,Generals,New Jersey Generals,2-2,17,True,False,,New Orleans Breakers vs. New Jersey Generals
59,2023,birmingham-stallions-vs-pittsburgh-maulers-20230507,3,False,2023-05-06T22:30:00Z,2023-05-09T01:30:00Z,FINAL,Tom Benson Hall of Fame Stadium,"Canton, OH",FOX Sports: Birmingham Stallions at Pittsburgh Maulers,0,BHAM,Stallions,Birmingham Stallions,3-1,24,False,False,PIT,Maulers,Pittsburgh Maulers,1-3,20,True,False,,Birmingham Stallions vs. Pittsburgh Maulers
60,2023,pittsburgh-maulers-vs-michigan-panthers-20230513,3,False,2023-05-12T16:30:00Z,2023-05-14T19:30:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Pittsburgh Maulers at Michigan Panthers,0,PIT,Maulers,Pittsburgh Maulers,2-3,23,False,False,MICH,Panthers,Michigan Panthers,2-3,7,True,False,,Pittsburgh Maulers vs. Michigan Panthers
61,2023,houston-gamblers-vs-birmingham-stallions-20230513,3,False,2023-05-12T20:00:00Z,2023-05-14T23:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Houston Gamblers at Birmingham Stallions,1,HOU,Gamblers,Houston Gamblers,3-2,27,False,False,BHAM,Stallions,Birmingham Stallions,3-2,20,True,False,,Houston Gamblers vs. Birmingham Stallions
62,2023,new-jersey-generals-vs-philadelphia-stars-20230514,3,False,2023-05-13T16:00:00Z,2023-05-15T19:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: New Jersey Generals at Philadelphia Stars,0,NJ,Generals,New Jersey Generals,2-3,21,True,False,PHI,Stars,Philadelphia Stars,2-3,24,False,False,,New Jersey Generals vs. Philadelphia Stars
63,2023,memphis-showboats-vs-new-orleans-breakers-20230514,3,False,2023-05-13T19:00:00Z,2023-05-15T22:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Memphis Showboats at New Orleans Breakers,1,MEM,Showboats,Memphis Showboats,2-3,17,False,False,NO,Breakers,New Orleans Breakers,4-1,10,True,False,,Memphis Showboats vs. New Orleans Breakers
64,2023,pittsburgh-maulers-vs-memphis-showboats-20230520,3,False,2023-05-19T16:30:00Z,2023-05-21T19:30:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: Pittsburgh Maulers at Memphis Showboats,0,PIT,Maulers,Pittsburgh Maulers,2-4,0,True,False,MEM,Showboats,Memphis Showboats,3-3,22,False,False,,Pittsburgh Maulers vs. Memphis Showboats
65,2023,birmingham-stallions-vs-michigan-panthers-20230520,3,False,2023-05-19T20:00:00Z,2023-05-21T23:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: Birmingham Stallions at Michigan Panthers,1,BHAM,Stallions,Birmingham Stallions,4-2,27,False,False,MICH,Panthers,Michigan Panthers,2-4,13,True,False,,Birmingham Stallions vs. Michigan Panthers
66,2023,new-orleans-breakers-vs-philadelphia-stars-20230521,3,False,2023-05-20T16:00:00Z,2023-05-22T19:00:00Z,FINAL,Ford Field,"Detroit, MI",FOX Sports: New Orleans Breakers at Philadelphia Stars,1,NO,Breakers,New Orleans Breakers,4-2,10,True,False,PHI,Stars,Philadelphia Stars,3-3,16,False,False,,New Orleans Breakers vs. Philadelphia Stars
67,2023,new-jersey-generals-vs-houston-gamblers-20230521,3,False,2023-05-20T20:00:00Z,2023-05-22T23:00:00Z,FINAL,Simmons Bank Liberty Stadium,"Memphis, TN",FOX Sports: New Jersey Generals at Houston Gamblers,1,NJ,Generals,New Jersey Generals,2-4,10,True,False,HOU,Gamblers,Houston Gamblers,4-2,16,False,False,,New Jersey Generals vs. Houston Gamblers
68,2023,birmingham-stallions-vs-new-orleans-breakers-20230527,3,False,2023-05-26T20:00:00Z,2023-05-28T23:00:00Z,FINAL,Protective Stadium,"Birmingham, AL",FOX Sports: Birmingham Stallions at New Orleans Breakers,1,BHAM,Stallions,Birmingham Stallions,5-2,24,False,False,NO,Breakers,New Orleans Breakers,4-3,20,True,False,,Birmingham Stallions vs. New Orleans Breakers
