season,team_id,team_analytics_name,team_name_arr,jersey_number,player_id,player_analytics_name,player_name,player_pos,player_age,player_height,player_weight,player_college,player_headshot,player_url
2023,2,birmingham-stallions,Birmingham Stallions,50,479,keyshon-camp,Keyshon Camp,DT,28,"6'2""",283,Pittsburgh,https://b.fssta.com/uploads/application/usfl/headshots/479.vresize.140.170.medium.1.png,football/usfl/athletes/479
2023,2,birmingham-stallions,Birmingham Stallions,7,812,tj-carter-2,TJ Carter,S,27,"5'11""",193,TCU,https://b.fssta.com/uploads/application/usfl/headshots/812.vresize.140.170.medium.1.png,football/usfl/athletes/812
2023,2,birmingham-stallions,Birmingham Stallions,-,912,madre-harper,Madre Harper,CB,28,"6'1""",196,Southern Illinois,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/912
2023,2,birmingham-stallions,Birmingham Stallions,96,400,willie-henry,Willie Henry,DT,32,"6'3""",295,Michigan,https://b.fssta.com/uploads/application/usfl/headshots/400.vresize.140.170.medium.1.png,football/usfl/athletes/400
2023,2,birmingham-stallions,Birmingham Stallions,36,289,nate-holley,Nate Holley,LB,31,"6'1""",210,Kent State,https://b.fssta.com/uploads/application/usfl/headshots/289.vresize.140.170.medium.1.png,football/usfl/athletes/289
2023,2,birmingham-stallions,Birmingham Stallions,-,930,travin-howard,Travin Howard,LB,30,"6'1""",219,TCU,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/930
2023,2,birmingham-stallions,Birmingham Stallions,-,904,daniel-joseph,Daniel Joseph,DE,29,"6'3""",265,North Carolina State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/904
2023,2,birmingham-stallions,Birmingham Stallions,-,213,carlo-kemp,Carlo Kemp,DE,28,"6'5""",240,Michigan,https://b.fssta.com/uploads/application/usfl/headshots/213.vresize.140.170.medium.1.png,football/usfl/athletes/213
2023,2,birmingham-stallions,Birmingham Stallions,51,887,damon-lloyd,Damon Lloyd,LB,28,"6'0""",235,Indiana (PA),https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/887
2023,2,birmingham-stallions,Birmingham Stallions,5,24,christian-mcfarland,Christian McFarland,S,27,"5'11""",200,Idaho State,https://b.fssta.com/uploads/application/usfl/headshots/24.vresize.140.170.medium.1.png,football/usfl/athletes/24
2023,2,birmingham-stallions,Birmingham Stallions,21,33,bryan-mills,Bryan Mills,CB,26,"6'1""",174,North Carolina Central,https://b.fssta.com/uploads/application/usfl/headshots/33.vresize.140.170.medium.1.png,football/usfl/athletes/33
2023,2,birmingham-stallions,Birmingham Stallions,-,941,demarcus-mitchell,DeMarcus Mitchell,DE,-,"6'3""",265,Purdue,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/941
2023,2,birmingham-stallions,Birmingham Stallions,47,689,joe-ozougwu,JoJo Ozougwu,DE,28,"6'2""",236,Arkansas State,https://b.fssta.com/uploads/application/usfl/headshots/689.vresize.140.170.medium.1.png,football/usfl/athletes/689
2023,2,birmingham-stallions,Birmingham Stallions,-,928,kenny-robinson,Kenny Robinson,S,27,"6'2""",200,West Virginia,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/928
2023,2,birmingham-stallions,Birmingham Stallions,35,593,rashad-smith,Rashad Smith,LB,29,"6'1""",220,Florida Atlantic,https://b.fssta.com/uploads/application/usfl/headshots/593.vresize.140.170.medium.1.png,football/usfl/athletes/593
2023,2,birmingham-stallions,Birmingham Stallions,57,522,elijah-sullivan,Elijah Sullivan,LB,29,"6'0""",225,Kansas State,https://b.fssta.com/uploads/application/usfl/headshots/522.vresize.140.170.medium.1.png,football/usfl/athletes/522
2023,2,birmingham-stallions,Birmingham Stallions,31,216,kyahva-tezino,Kyahva Tezino,LB,29,"6'0""",235,San Diego State,https://b.fssta.com/uploads/application/usfl/headshots/216.vresize.140.170.medium.1.png,football/usfl/athletes/216
2023,2,birmingham-stallions,Birmingham Stallions,78,369,jordan-thompson,Jordan Thompson,DE,29,"6'2""",292,Northwestern,https://b.fssta.com/uploads/application/usfl/headshots/369.vresize.140.170.medium.1.png,football/usfl/athletes/369
2023,2,birmingham-stallions,Birmingham Stallions,27,287,jojo-tillery,JoJo Tillery,S,29,"6'2""",210,Wofford,https://b.fssta.com/uploads/application/usfl/headshots/287.vresize.140.170.medium.1.png,football/usfl/athletes/287
2023,2,birmingham-stallions,Birmingham Stallions,99,290,dondrea-tillman,Dondrea Tillman,DE,28,"6'3""",270,Indiana (PA),https://b.fssta.com/uploads/application/usfl/headshots/290.vresize.140.170.medium.1.png,football/usfl/athletes/290
2023,2,birmingham-stallions,Birmingham Stallions,-,943,jaylen-twyman,Jaylen Twyman,DE,26,"6'2""",299,Pittsburgh,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/943
2023,2,birmingham-stallions,Birmingham Stallions,-,915,curtis-weaver,Curtis Weaver,DE,-,"6'3""",265,Boise State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/915
2023,2,birmingham-stallions,Birmingham Stallions,-,925,marvin-wilson,Marvin Wilson,DT,27,"6'5""",305,Florida State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/925
2023,2,birmingham-stallions,Birmingham Stallions,33,11,scooby-wright-iii,Scooby Wright,LB,31,"6'1""",246,Arizona,https://b.fssta.com/uploads/application/usfl/headshots/11.vresize.140.170.medium.1.png,football/usfl/athletes/11
2023,2,birmingham-stallions,Birmingham Stallions,97,35,willie-yarbary,Willie Yarbary,DL,30,"6'3""",295,Wake Forest,https://b.fssta.com/uploads/application/usfl/headshots/35.vresize.140.170.medium.1.png,football/usfl/athletes/35
2023,2,birmingham-stallions,Birmingham Stallions,41,387,ryan-langan,Ryan Langan,LS,27,"6'2""",238,Georgia Southern,https://b.fssta.com/uploads/application/usfl/headshots/387.vresize.140.170.medium.1.png,football/usfl/athletes/387
2023,2,birmingham-stallions,Birmingham Stallions,15,18,colby-wadman,Colby Wadman,P,31,"6'1""",185,UC Davis,https://b.fssta.com/uploads/application/usfl/headshots/18.vresize.140.170.medium.1.png,football/usfl/athletes/18
2023,4,philadelphia-stars,Philadelphia Stars,84,535,samuel-akem,Samuel Akem,WR,28,"6'3""",205,Montana,https://b.fssta.com/uploads/application/usfl/headshots/535.vresize.140.170.medium.1.png,football/usfl/athletes/535
2023,4,philadelphia-stars,Philadelphia Stars,-,923,kennedy-brooks,Kennedy Brooks,RB,27,"5'11""",213,Oklahoma,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/923
2023,4,philadelphia-stars,Philadelphia Stars,73,57,jacob-burton,Jacob Burton,OL,28,"6'6""",312,Baylor,https://b.fssta.com/uploads/application/usfl/headshots/57.vresize.140.170.medium.1.png,football/usfl/athletes/57
2023,4,philadelphia-stars,Philadelphia Stars,5,40,matt-colburn-ii,Matt Colburn II,RB,28,"5'10""",201,Wake Forest,https://b.fssta.com/uploads/application/usfl/headshots/40.vresize.140.170.medium.1.png,football/usfl/athletes/40
2023,4,philadelphia-stars,Philadelphia Stars,1,705,corey-coleman,Corey Coleman,WR,32,"5'11""",185,Baylor,https://b.fssta.com/uploads/application/usfl/headshots/705.vresize.140.170.medium.1.png,football/usfl/athletes/705
2023,4,philadelphia-stars,Philadelphia Stars,10,65,case-cookus,Case Cookus,QB,30,"6'4""",205,Northern Arizona,https://b.fssta.com/uploads/application/usfl/headshots/65.vresize.140.170.medium.1.png,football/usfl/athletes/65
2023,4,philadelphia-stars,Philadelphia Stars,-,898,warren-ericson,Warren Ericson,G,-,"6'4""",305,Georgia,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/898
2023,4,philadelphia-stars,Philadelphia Stars,70,804,shamarious-gilmore,Shamarious Gilmore,G,28,"6'3""",295,Georgia State,https://b.fssta.com/uploads/application/usfl/headshots/804.vresize.140.170.medium.1.png,football/usfl/athletes/804
2023,4,philadelphia-stars,Philadelphia Stars,7,37,devin-gray,Devin Gray,WR,31,"6'0""",192,Cincinnati,https://b.fssta.com/uploads/application/usfl/headshots/37.vresize.140.170.medium.1.png,football/usfl/athletes/37
2023,4,philadelphia-stars,Philadelphia Stars,80,871,cyril-grayson,Cyril Grayson,WR,32,"5'9""",183,LSU,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/871
2023,4,philadelphia-stars,Philadelphia Stars,78,864,drew-himmelman,Drew Himmelman,OL,29,"6'8""",325,Illinois State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/864
2023,4,philadelphia-stars,Philadelphia Stars,85,657,ryan-izzo,Ryan Izzo,TE,30,"6'5""",235,Florida State,https://b.fssta.com/uploads/application/usfl/headshots/657.vresize.140.170.medium.1.png,football/usfl/athletes/657
2023,4,philadelphia-stars,Philadelphia Stars,72,859,khalil-keith,Khalil Keith,G,-,"6'5""",314,Baylor,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/859
2023,4,philadelphia-stars,Philadelphia Stars,19,421,vad-lee,Vad Lee,QB,33,"6'2""",213,James Madison,https://b.fssta.com/uploads/application/usfl/headshots/421.vresize.140.170.medium.1.png,football/usfl/athletes/421
2023,4,philadelphia-stars,Philadelphia Stars,67,452,colby-ragland,Colby Ragland,T,28,"6'5""",315,UAB,https://b.fssta.com/uploads/application/usfl/headshots/452.vresize.140.170.medium.1.png,football/usfl/athletes/452
2023,4,philadelphia-stars,Philadelphia Stars,12,297,chris-rowland,Chris Rowland,WR,28,"5'8""",179,Tennessee State,https://b.fssta.com/uploads/application/usfl/headshots/297.vresize.140.170.medium.1.png,football/usfl/athletes/297
2023,4,philadelphia-stars,Philadelphia Stars,-,911,seth-rowland,Seth Rowland,RB,-,"5'6""",185,Tennessee State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/911
2023,4,philadelphia-stars,Philadelphia Stars,72,709,jordan-steckler,Jordan Steckler,T,29,"6'5""",305,Northern Illinois,https://b.fssta.com/uploads/application/usfl/headshots/709.vresize.140.170.medium.1.png,football/usfl/athletes/709
2023,4,philadelphia-stars,Philadelphia Stars,2,50,jordan-suell,Jordan Suell,WR,29,"6'6""",205,Southern Oregon,https://b.fssta.com/uploads/application/usfl/headshots/50.vresize.140.170.medium.1.png,football/usfl/athletes/50
2023,4,philadelphia-stars,Philadelphia Stars,61,611,tristen-taylor,Tristen Taylor,T,29,"6'6""",330,Eastern Washington,https://b.fssta.com/uploads/application/usfl/headshots/611.vresize.140.170.medium.1.png,football/usfl/athletes/611
2023,4,philadelphia-stars,Philadelphia Stars,25,298,paul-terry,Paul Terry,RB,28,"5'8""",205,Eastern New Mexico,https://b.fssta.com/uploads/application/usfl/headshots/298.vresize.140.170.medium.1.png,football/usfl/athletes/298
2023,4,philadelphia-stars,Philadelphia Stars,13,619,kevin-thomson,Kevin Thomson,QB,30,"6'1""",220,Washington,https://b.fssta.com/uploads/application/usfl/headshots/619.vresize.140.170.medium.1.png,football/usfl/athletes/619
2023,4,philadelphia-stars,Philadelphia Stars,77,888,chris-toth,Chris Toth,OL,-,"6'6""",325,Aurora,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/888
2023,4,philadelphia-stars,Philadelphia Stars,17,626,keric-wheatfall,Keric Wheatfall,WR,27,"6'2""",194,Fresno State,https://b.fssta.com/uploads/application/usfl/headshots/626.vresize.140.170.medium.1.png,football/usfl/athletes/626
2023,4,philadelphia-stars,Philadelphia Stars,27,498,dexter-williams,Dexter Williams,RB,29,"5'11""",212,Notre Dame,https://b.fssta.com/uploads/application/usfl/headshots/498.vresize.140.170.medium.1.png,football/usfl/athletes/498
2023,4,philadelphia-stars,Philadelphia Stars,6,885,jamyest-williams,Jamyest Williams,RB,27,"5'9""",185,Georgia State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/885
2023,4,philadelphia-stars,Philadelphia Stars,9,793,terry-wright,Terry Wright,WR,29,"5'10""",177,Purdue,https://b.fssta.com/uploads/application/usfl/headshots/793.vresize.140.170.medium.1.png,football/usfl/athletes/793
2023,4,philadelphia-stars,Philadelphia Stars,50,670,joey-alfieri,Joey Alfieri,LB,30,"6'3""",239,Stanford,https://b.fssta.com/uploads/application/usfl/headshots/670.vresize.140.170.medium.1.png,football/usfl/athletes/670
2023,4,philadelphia-stars,Philadelphia Stars,-,900,auzoyah-alufohai,Auzoyah Alufohai,NT,29,"6'4""",320,West Georgia,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/900
2023,4,philadelphia-stars,Philadelphia Stars,49,856,bj-bello,B.J. Bello,LB,31,"6'3""",220,Illinois State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/856
2023,4,philadelphia-stars,Philadelphia Stars,21,53,cody-brown,Cody Brown,S,32,"6'0""",201,Arkansas State,https://b.fssta.com/uploads/application/usfl/headshots/53.vresize.140.170.medium.1.png,football/usfl/athletes/53
2023,4,philadelphia-stars,Philadelphia Stars,92,615,tyler-clark,Tyler Clark,DT,27,"6'4""",300,Georgia,https://b.fssta.com/uploads/application/usfl/headshots/615.vresize.140.170.medium.1.png,football/usfl/athletes/615
2023,4,philadelphia-stars,Philadelphia Stars,22,42,tevon-coney,Te'Von Coney,LB,29,"6'1""",230,Notre Dame,https://b.fssta.com/uploads/application/usfl/headshots/42.vresize.140.170.medium.1.png,football/usfl/athletes/42
2023,4,philadelphia-stars,Philadelphia Stars,40,845,joel-dublanko,Joel Dublanko,LB,28,"6'3""",240,Cincinnati,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/845
2023,4,philadelphia-stars,Philadelphia Stars,98,799,ali-fayad,Ali Fayad,DE,27,"6'2""",250,Western Michigan,https://b.fssta.com/uploads/application/usfl/headshots/799.vresize.140.170.medium.1.png,football/usfl/athletes/799
2023,4,philadelphia-stars,Philadelphia Stars,45,880,ryan-greenhagen,Ryan Greenhagen,LB,-,"6'1""",243,Fordham,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/880
2023,4,philadelphia-stars,Philadelphia Stars,44,687,darius-hodge,Darius Hodge,DE,28,"6'2""",245,Marshall,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/687
2023,4,philadelphia-stars,Philadelphia Stars,-,913,daniel-isom,Daniel Isom,CB,28,"5'10""",191,Washington State,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/913
2023,4,philadelphia-stars,Philadelphia Stars,90,392,cedrick-lattimore,Cedrick Lattimore,DT,28,"6'3""",295,Iowa,https://b.fssta.com/uploads/application/usfl/headshots/392.vresize.140.170.medium.1.png,football/usfl/athletes/392
2023,4,philadelphia-stars,Philadelphia Stars,0,782,destin-mack,Destin Mack,CB,-,"6'0""",195,Citadel,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/782
2023,4,philadelphia-stars,Philadelphia Stars,18,487,joshua-moon,Joshua Moon,S,29,"6'0""",200,Georgia Southern,https://b.fssta.com/uploads/application/usfl/headshots/487.vresize.140.170.medium.1.png,football/usfl/athletes/487
2023,4,philadelphia-stars,Philadelphia Stars,30,884,carlins-platel,Carlins Platel,CB,26,"6'1""",205,South Carolina,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/884
2023,4,philadelphia-stars,Philadelphia Stars,58,300,adam-rodriguez,Adam Rodriguez,DE,28,"6'2""",245,Weber State,https://b.fssta.com/uploads/application/usfl/headshots/300.vresize.140.170.medium.1.png,football/usfl/athletes/300
2023,4,philadelphia-stars,Philadelphia Stars,3,605,stanford-samuels-iii,Stanford Samuels III,CB,27,"6'1""",187,Florida State,https://b.fssta.com/uploads/application/usfl/headshots/605.vresize.140.170.medium.1.png,football/usfl/athletes/605
2023,4,philadelphia-stars,Philadelphia Stars,94,614,jordon-scott,Jordon Scott,DT,27,"6'1""",311,Oregon,https://b.fssta.com/uploads/application/usfl/headshots/614.vresize.140.170.medium.1.png,football/usfl/athletes/614
2023,4,philadelphia-stars,Philadelphia Stars,55,299,gabriel-sewell-jr,Gabriel Sewell Jr.,LB,29,"6'0""",245,Nevada,https://b.fssta.com/uploads/application/usfl/headshots/299.vresize.140.170.medium.1.png,football/usfl/athletes/299
2023,4,philadelphia-stars,Philadelphia Stars,8,70,channing-stribling,Channing Stribling,CB,31,"6'2""",191,Michigan,https://b.fssta.com/uploads/application/usfl/headshots/70.vresize.140.170.medium.1.png,football/usfl/athletes/70
2023,4,philadelphia-stars,Philadelphia Stars,99,797,carson-taylor,Carson Taylor,DE,28,"6'4""",251,Northern Arizona,https://b.fssta.com/uploads/application/usfl/headshots/797.vresize.140.170.medium.1.png,football/usfl/athletes/797
2023,4,philadelphia-stars,Philadelphia Stars,33,612,devin-taylor,Devin Taylor,DB,28,"6'1""",200,Bowling Green,https://b.fssta.com/uploads/application/usfl/headshots/612.vresize.140.170.medium.1.png,football/usfl/athletes/612
2023,4,philadelphia-stars,Philadelphia Stars,4,59,ladarius-wiley,LaDarius Wiley,S,30,"6'1""",210,Vanderbilt,https://b.fssta.com/uploads/application/usfl/headshots/59.vresize.140.170.medium.1.png,football/usfl/athletes/59
2023,4,philadelphia-stars,Philadelphia Stars,39,551,denzel-williams,Denzel Williams,DB,28,"5'10""",190,Villanova,https://b.fssta.com/uploads/application/usfl/headshots/551.vresize.140.170.medium.1.png,football/usfl/athletes/551
2023,4,philadelphia-stars,Philadelphia Stars,15,422,luis-aguilar,Luis Aguilar,P,28,"6'3""",200,Northern Arizona,https://b.fssta.com/uploads/application/usfl/headshots/422.vresize.140.170.medium.1.png,football/usfl/athletes/422
2023,4,philadelphia-stars,Philadelphia Stars,11,862,lirim-hajrullahu,Lirim Hajrullahu,K,36,"5'11""",215,Western Ontario,https://b.fssta.com/uploads/application/fs-app/default-headshot.vresize.140.170.medium.0.png,football/usfl/athletes/862
2023,4,philadelphia-stars,Philadelphia Stars,69,43,ryan-navarro,Ryan Navarro,LS,32,"6'2""",223,Oregon State,https://b.fssta.com/uploads/application/usfl/headshots/43.vresize.140.170.medium.1.png,football/usfl/athletes/43
2023,6,houston-gamblers,Houston Gamblers,11,84,kenji-bahar,Kenji Bahar,QB,28,"6'3""",200,Monmouth,https://b.fssta.com/uploads/application/usfl/headshots/84.vresize.140.170.medium.1.png,football/usfl/athletes/84
2023,6,houston-gamblers,Houston Gamblers,66,96,nick-buchanan,Nick Buchanan,C,29,"6'3""",303,Florida,https://b.fssta.com/uploads/application/usfl/headshots/96.vresize.140.170.medium.1.png,football/usfl/athletes/96
